Customer_ID,Credit_Utilization_Ratio,Debt_to_Income_Ratio,Loan_Purpose,Default_Status
CUST_01458,0.71,0.68,Education,No
CUST_01459,0.29,1.82,Personal,No
CUST_01460,0.69,1.75,Education,No
CUST_01461,0.45,0.55,Business,Yes
CUST_01462,0.69,0.25,Auto,No
CUST_01463,0.2,1.29,Business,No
CUST_01464,0.69,0.74,Education,No
CUST_01465,1,1.38,Business,No
CUST_01466,0.14,0.16,Home,No
CUST_01467,0.98,0.35,Education,No
CUST_01468,0.47,1.4,Business,Yes
CUST_01469,0.88,0.5,,No
CUST_01470,0.8,1.73,Education,No
CUST_01471,0.61,0.21,Home,No
CUST_01472,0.76,0.51,Personal,Yes
CUST_01473,0.89,2,Education,No
CUST_01474,0.46,0.92,Personal,No
CUST_01475,0.39,1.44,Education,No
CUST_01476,0.7,0.45,Education,No
CUST_01477,0.83,1.26,Auto,No
CUST_01478,3.542235858,1.48,Business,No
CUST_01479,0.82,0.7,Education,No
CUST_01480,0.49,1.67,Home,No
CUST_01481,0.84,1.25,Business,No
CUST_01482,0.21,0.84,Auto,No
CUST_01483,0.59,1.16,Business,No
CUST_01484,0.11,1.2,Business,No
CUST_01485,0.39,0.41,Education,Yes
CUST_01486,0.43,0.87,Home,Yes
CUST_01487,0.46,0.75,Education,No
CUST_01488,0.73,0.86,Home,No
CUST_01489,0.45,1.55,Home,Yes
CUST_01490,0.5,1.02,Personal,No
CUST_01491,0.31,1.89,Education,Yes
CUST_01492,0.44,0.66,Auto,No
CUST_01493,0.3,0.89,Business,No
CUST_01494,0.17,1.6,,No
CUST_01495,0.64,1.14,Auto,Yes
CUST_01496,0.7,1.14,Education,No
CUST_01497,0.66,0.2,Home,No
CUST_01498,0.52,0.86,Education,No
CUST_01499,0.44,3.640789999,Education,No
CUST_01500,0.88,2,Personal,No
CUST_01501,0.57,0.69,,Yes
CUST_01502,0.53,1.78,Personal,No
CUST_01503,0.12,1.38,,No
CUST_01504,0.41,0.75,Personal,No
CUST_01505,0.44,1.13,Business,No
CUST_01506,0.46,1.7,Home,No
CUST_01507,,1.78,Home,No
CUST_01508,0.58,0.4,Home,No
CUST_01509,0.65,0.75,Business,Yes
CUST_01510,0.79,0.74,Business,No
CUST_01511,0.83,0.18,Home,Yes
CUST_01512,0.75,1.24,Home,Yes
CUST_01513,0.96,1.72,Auto,Yes
CUST_01514,0.12,0.82,Auto,No
CUST_01515,0.28,1.51,Education,No
CUST_01516,0.11,1.29,,No
CUST_01517,0.68,0.81,Auto,No
CUST_01518,0.91,0.37,Auto,No
CUST_01519,0.32,,Auto,Yes
CUST_01520,,1.72,Auto,No
CUST_01521,0.15,1.4,Business,No
CUST_01522,0.94,0.13,Education,No
CUST_01523,0.42,0.51,Auto,No
CUST_01524,0.19,0.23,Personal,No
CUST_01525,,1.18,Auto,No
CUST_01526,0.33,7.624903952,Business,Yes
CUST_01527,0.36,0.31,Home,No
CUST_01528,0.38,1.69,Home,Yes
CUST_01529,0.82,1.16,Education,No
CUST_01530,0.59,1.41,Home,No
CUST_01531,0.38,1.95,Auto,No
CUST_01532,0.65,0.26,Business,No
CUST_01533,0.74,1.81,Education,Yes
CUST_01534,0.35,0.34,Auto,No
CUST_01535,0.47,0.85,Home,No
CUST_01536,,1.72,Personal,Yes
CUST_01537,0.26,1.82,,No
CUST_01538,0.71,1.06,Personal,No
CUST_01539,0.26,1.23,Personal,No
CUST_01540,,1.45,Education,No
CUST_01541,0.74,1.68,Business,No
CUST_01542,0.2,0.33,Home,No
CUST_01543,0.61,1.64,Home,No
CUST_01544,0.33,1.01,Auto,No
CUST_01545,0.97,0.96,Home,No
CUST_01546,0.54,0.91,Education,No
CUST_01547,0.83,1.07,Home,No
CUST_01548,0.6,1.9,Auto,No
CUST_01549,0.14,1.14,Home,No
CUST_01550,0.67,1.91,Business,No
CUST_01551,0.96,0.44,Personal,No
CUST_01552,0.64,1.48,Personal,No
CUST_01553,0.84,1.64,Personal,No
CUST_01554,0.9,1.39,Business,No
CUST_01555,0.31,1.25,Education,No
CUST_01556,0.29,1.17,Auto,No
CUST_01557,0.65,1.74,Business,Yes
CUST_01558,0.47,1.66,Auto,No
CUST_01559,0.86,0.33,Education,No
CUST_01560,0.91,1.71,Business,No
CUST_01561,0.42,0.89,Home,No
CUST_01562,0.31,0.58,Education,Yes
CUST_01563,0.8,1.75,Personal,No
CUST_01564,0.35,,Business,No
CUST_01565,0.84,1.64,Education,No
CUST_01566,0.48,0.6,Education,No
CUST_01567,0.7,0.11,Business,No
CUST_01568,0.19,1.04,Personal,No
CUST_01569,0.66,0.29,Personal,No
CUST_01570,0.51,1.53,Education,No
CUST_01571,0.63,0.62,Auto,Yes
CUST_01572,0.25,0.94,Education,No
CUST_01573,0.76,0.27,Business,No
CUST_01574,0.88,0.64,Business,Yes
CUST_01575,0.3,,Business,No
CUST_01576,0.19,0.39,Personal,No
CUST_01577,0.12,1.33,Home,No
CUST_01578,0.68,1.84,Business,No
CUST_01579,0.65,1.39,Business,No
CUST_01580,0.59,1.64,Auto,No
CUST_01581,0.31,0.31,Auto,No
CUST_01582,0.45,0.58,Education,No
CUST_01583,0.64,1.8,Education,No
CUST_01584,0.55,,Education,No
CUST_01585,0.99,1.32,Business,No
CUST_01586,0.22,1.36,Auto,No
CUST_01587,0.73,0.89,Education,No
CUST_01588,0.46,0.18,,No
CUST_01589,0.49,1.59,Business,Yes
CUST_01590,,1.39,Business,No
CUST_01591,0.72,1,Education,No
CUST_01592,0.99,1.81,Business,No
CUST_01593,0.22,0.74,Business,No
CUST_01594,0.19,0.66,Auto,No
CUST_01595,,1.76,Home,No
CUST_01596,0.62,1.61,Personal,No
CUST_01597,0.35,1.08,Education,No
CUST_01598,0.17,0.35,Home,Yes
CUST_01599,0.18,0.51,Education,No
CUST_01600,,1.35,Home,Yes
CUST_01601,0.27,0.83,Business,No
CUST_01602,0.39,,Education,No
CUST_01603,0.3,1.9,Home,No
CUST_01604,0.42,,Personal,No
CUST_01605,0.16,0.82,Business,No
CUST_01606,0.57,1.6,Education,No
CUST_01607,0.16,0.77,Education,No
CUST_01608,,0.42,Home,No
CUST_01609,0.31,0.16,Education,No
CUST_01610,0.59,0.83,Business,No
CUST_01611,0.89,1.82,Auto,No
CUST_01612,0.69,0.55,Home,No
CUST_01613,1.836434971,0.49,Personal,No
CUST_01614,0.39,1.94,Education,No
CUST_01615,0.4,0.15,Business,No
CUST_01616,0.7,1.59,Education,No
CUST_01617,0.99,0.71,Personal,No
CUST_01618,0.7,0.17,Business,No
CUST_01619,0.6,1.84,Personal,No
CUST_01620,0.76,0.37,Business,No
CUST_01621,0.52,1.15,Auto,No
CUST_01622,0.15,0.62,Business,No
CUST_01623,0.61,0.22,Personal,No
CUST_01624,0.96,0.19,Home,No
CUST_01625,0.26,0.32,,Yes
CUST_01626,0.72,0.24,Education,No
CUST_01627,,1.55,Auto,No
CUST_01628,0.58,1.02,Auto,No
CUST_01629,,0.75,Education,No
CUST_01630,0.51,0.89,Business,No
CUST_01631,0.78,1.86,Auto,No
CUST_01632,0.41,1.83,Auto,No
CUST_01633,0.7,1.46,Home,No
CUST_01634,0.82,1.78,Home,No
CUST_01635,0.93,0.71,Personal,Yes
CUST_01636,0.31,0.82,Education,No
CUST_01637,0.46,1.27,Business,No
CUST_01638,0.24,1.28,Business,No
CUST_01639,0.99,1.02,Personal,No
CUST_01640,0.93,0.86,Business,No
CUST_01641,0.59,1.97,Business,No
CUST_01642,0.86,1.66,Home,Yes
CUST_01643,0.57,,Business,No
CUST_01644,0.66,1.48,Business,No
CUST_01645,0.18,0.61,Personal,No
CUST_01646,0.78,0.29,,No
CUST_01647,0.21,0.77,Auto,Yes
CUST_01648,0.84,0.87,Business,No
CUST_01649,0.8,0.13,Business,No
CUST_01650,0.74,1.65,Business,No
CUST_01651,0.13,0.78,Home,Yes
CUST_01652,0.37,1.2,Business,No
CUST_01653,0.34,0.24,Home,No
CUST_01654,0.42,0.43,Auto,No
CUST_01655,0.18,1.79,Education,No
CUST_01656,0.94,1.26,Business,No
CUST_01657,0.6,1.91,Personal,Yes
CUST_01658,0.37,,Personal,No
CUST_01659,0.46,0.81,Business,No
CUST_01660,0.5,0.67,Home,Yes
CUST_01661,0.64,1.73,Personal,No
CUST_01662,0.56,2,Personal,Yes
CUST_01663,0.93,1.3,Auto,Yes
CUST_01664,0.55,1.61,Auto,Yes
CUST_01665,0.99,1.59,Auto,No
CUST_01666,0.87,0.78,Personal,No
CUST_01667,0.29,1.19,Personal,Yes
CUST_01668,0.94,1.68,Business,No
CUST_01669,,,Business,No
CUST_01670,0.84,0.14,Home,No
CUST_01671,0.44,0.74,Personal,Yes
CUST_01672,0.89,0.37,Business,Yes
CUST_01673,0.88,0.54,Business,No
CUST_01674,0.83,1.82,Auto,No
CUST_01675,0.81,0.17,Auto,No
CUST_01676,0.37,0.52,Auto,No
CUST_01677,,0.69,Education,Yes
CUST_01678,0.46,1.27,Business,No
CUST_01679,0.26,1.11,Auto,No
CUST_01680,0.73,0.51,Auto,No
CUST_01681,0.41,0.41,Personal,No
CUST_01682,0.98,,Auto,No
CUST_01683,0.68,1.05,Personal,No
CUST_01684,0.84,0.62,Home,No
CUST_01685,0.22,1.9,Auto,Yes
CUST_01686,0.88,0.98,Personal,No
CUST_01687,0.93,0.21,Auto,No
CUST_01688,0.54,1.49,Home,Yes
CUST_01689,0.65,0.72,Auto,No
CUST_01690,0.79,1.34,Personal,No
CUST_01691,0.26,0.63,Home,No
CUST_01692,0.55,1.18,Home,No
CUST_01693,0.46,1.57,Home,No
CUST_01694,0.23,,Education,No
CUST_01695,0.43,0.6,Personal,No
CUST_01696,0.16,0.74,Education,No
CUST_01697,,,,Yes
CUST_01698,0.22,1.86,Education,No
CUST_01699,0.97,1.81,Auto,No
CUST_01700,0.59,0.27,Education,Yes
CUST_01701,0.97,0.35,Business,No
CUST_01702,0.49,1.04,,No
CUST_01703,0.38,0.3,Home,No
CUST_01704,,0.76,Personal,Yes
CUST_01705,0.5,0.38,Auto,No
CUST_01706,0.2,1.31,Personal,Yes
CUST_01707,0.68,1.9,Education,No
CUST_01708,,1.99,Business,No
CUST_01709,,,Business,No
CUST_01710,0.69,1.24,Business,No
CUST_01711,0.24,1.73,Business,No
CUST_01712,0.16,0.32,Auto,No
CUST_01713,0.8,,Education,No
CUST_01714,0.51,0.88,,No
CUST_01715,2.095472593,0.49,Home,No
CUST_01716,1,0.87,Education,No
CUST_01717,0.15,0.24,Auto,No
CUST_01718,0.73,1.42,Business,No
CUST_01719,0.99,0.58,Auto,No
CUST_01720,0.32,0.69,Business,No
CUST_01721,0.23,0.33,Home,No
CUST_01722,0.21,1.74,Education,No
CUST_01723,0.37,1.04,Home,Yes
CUST_01724,0.19,1.19,Business,Yes
CUST_01725,0.72,1.18,Personal,No
CUST_01726,0.16,9.798378003,Education,No
CUST_01727,0.56,0.47,Auto,No
CUST_01728,1,1.52,Business,No
CUST_01729,0.83,0.34,Home,Yes
CUST_01730,0.65,0.3,Personal,No
CUST_01731,2.872453176,1.45,Business,No
CUST_01732,0.66,0.5,Auto,No
CUST_01733,0.57,0.68,Home,No
CUST_01734,0.48,1,Education,Yes
CUST_01735,0.22,0.95,Personal,No
CUST_01736,0.9,1.45,Business,No
CUST_01737,0.5,1.28,Business,No
CUST_01738,0.28,1.32,Business,No
CUST_01739,0.43,1.46,Business,No
CUST_01740,0.47,0.66,Home,No
CUST_01741,0.84,0.71,Education,No
CUST_01742,0.76,0.93,Auto,No
CUST_01743,0.79,0.68,Personal,No
CUST_01744,0.11,1.97,Business,No
CUST_01745,0.47,1.65,Business,No
CUST_01746,0.53,,Education,No
CUST_01747,0.12,0.11,Education,Yes
CUST_01748,0.33,0.18,Home,No
CUST_01749,0.78,0.56,Home,No
CUST_01750,0.22,0.32,Home,No
CUST_01751,0.58,1.11,Personal,No
CUST_01752,0.29,1.73,Home,Yes
CUST_01753,0.11,1.5,Business,No
CUST_01754,0.32,0.51,Home,No
CUST_01755,0.98,0.86,Personal,No
CUST_01756,0.82,1.06,Home,No
CUST_01757,0.96,1.64,Home,No
CUST_01758,,1.69,Business,Yes
CUST_01759,0.2,1.83,Business,No
CUST_01760,0.59,1.07,Business,No
CUST_01761,0.51,1.42,Home,No
CUST_01762,0.86,0.31,Business,No
CUST_01763,0.19,1.17,Education,No
CUST_01764,0.54,0.57,Auto,No
CUST_01765,4.184956834,0.92,Auto,No
CUST_01766,0.39,1.3,Business,Yes
CUST_01767,0.76,0.59,Personal,Yes
CUST_01768,0.53,0.2,Business,No
CUST_01769,0.44,0.12,Business,No
CUST_01770,0.46,0.14,Home,No
CUST_01771,0.51,0.12,Personal,No
CUST_01772,0.81,0.31,Business,Yes
CUST_01773,0.9,0.56,,No
CUST_01774,0.96,0.52,Auto,No
CUST_01775,0.81,1.97,Education,No
CUST_01776,0.38,0.68,Education,No
CUST_01777,0.72,0.34,Education,No
CUST_01778,0.49,1.14,Personal,Yes
CUST_01779,0.33,1.73,Personal,No
CUST_01780,0.86,1.39,Personal,No
CUST_01781,,0.66,Auto,No
CUST_01782,0.91,1.17,Home,No
CUST_01783,,1.46,Business,No
CUST_01784,0.67,1.48,Business,No
CUST_01785,0.69,1.37,Home,No
CUST_01786,0.91,1.75,Business,No
CUST_01787,,1.75,Education,No
CUST_01788,0.65,1.2,Auto,No
CUST_01789,0.16,0.92,Business,No
CUST_01790,0.57,1.32,Auto,Yes
CUST_01791,0.24,1.65,,No
CUST_01792,,0.11,Business,No
CUST_01793,0.56,1.98,Auto,Yes
CUST_01794,0.71,0.45,Education,No
CUST_01795,0.14,0.99,Education,Yes
CUST_01796,0.18,1.76,Home,No
CUST_01797,0.74,0.53,Personal,No
CUST_01798,0.16,1.01,Business,No
CUST_01799,,0.35,Education,No
CUST_01800,0.11,0.85,Education,No
CUST_01801,0.96,0.44,Home,No
CUST_01802,0.76,0.79,Education,No
CUST_01803,0.42,0.81,,No
CUST_01804,0.37,1.99,Home,No
CUST_01805,0.41,1.99,Auto,No
CUST_01806,,,Home,No
CUST_01807,0.7,1.48,Business,No
CUST_01808,0.27,0.2,,No
CUST_01809,,0.16,Auto,No
CUST_01810,0.19,0.3,Home,No
CUST_01811,0.69,1.93,Business,No
CUST_01812,0.79,1.89,Business,No
CUST_01813,0.34,0.47,Auto,No
CUST_01814,,0.41,Personal,Yes
CUST_01815,0.17,0.56,Home,No
CUST_01816,0.97,1.08,,Yes
CUST_01817,0.37,1.18,Education,Yes
CUST_01818,0.79,0.52,Auto,No
CUST_01819,0.66,1.54,Personal,Yes
CUST_01820,0.44,0.69,Personal,No
CUST_01821,0.29,1.85,Auto,No
CUST_01822,0.21,1.35,Personal,No
CUST_01823,0.65,0.93,Business,Yes
CUST_01824,0.8,1.6,Personal,No
CUST_01825,2.336563847,1.65,Home,No
CUST_01826,0.58,,Education,No
CUST_01827,0.14,0.75,Business,No
CUST_01828,0.97,1.88,Auto,No
CUST_01829,0.82,0.41,Education,No
CUST_01830,0.36,0.18,Business,Yes
CUST_01831,0.98,0.96,Education,No
CUST_01832,0.64,1.62,Personal,No
CUST_01833,,1.57,Auto,No
CUST_01834,0.77,1.85,Auto,No
CUST_01835,0.83,1.11,Home,No
CUST_01836,0.69,0.29,Personal,No
CUST_01837,0.22,1.22,Home,No
CUST_01838,0.4,1.58,Home,No
CUST_01839,,0.28,Personal,No
CUST_01840,0.3,0.43,Business,Yes
CUST_01841,0.43,0.12,Home,No
CUST_01842,0.49,1.23,Education,No
CUST_01843,0.5,1.78,Business,Yes
CUST_01844,0.65,1.37,Personal,Yes
CUST_01845,0.95,1.97,Auto,No
CUST_01846,0.32,0.22,Business,No
CUST_01847,0.21,1.82,Home,Yes
CUST_01848,0.28,1.65,Education,No
CUST_01849,0.9,0.7,,No
CUST_01850,0.68,1.95,Auto,Yes
CUST_01851,0.36,0.65,,No
CUST_01852,0.83,1.79,Auto,No
CUST_01853,0.88,1.77,Personal,No
CUST_01854,0.86,1.54,Business,No
CUST_01855,0.93,,Home,Yes
CUST_01856,0.33,0.33,,No
CUST_01857,0.78,1.11,Education,No
CUST_01858,0.51,0.78,Business,No
CUST_01859,0.86,1.61,Auto,Yes
CUST_01860,0.76,1.54,Business,No
CUST_01861,0.8,1.83,Business,No
CUST_01862,0.69,0.13,Education,No
CUST_01863,0.26,1.64,Home,No
CUST_01864,0.59,1.88,Business,No
CUST_01865,0.99,1.6,Business,Yes
CUST_01866,0.94,0.35,Home,No
CUST_01867,0.14,,Home,No
CUST_01868,,0.14,Auto,Yes
CUST_01869,0.22,1.29,Auto,No
CUST_01870,0.75,1.3,Home,No
CUST_01871,0.84,1.98,Personal,No
CUST_01872,0.29,0.86,Home,Yes
CUST_01873,,0.73,Auto,No
CUST_01874,,1.29,Education,No
CUST_01875,0.76,1.67,Education,No
CUST_01876,0.59,,Business,Yes
CUST_01877,0.63,1.63,Education,No
CUST_01878,0.56,0.91,Auto,No
CUST_01879,0.37,1.31,Education,Yes
CUST_01880,,1.73,Personal,No
CUST_01881,0.72,,Home,No
CUST_01882,0.89,0.51,Home,No
CUST_01883,0.67,0.42,Auto,No
CUST_01884,0.79,0.1,Business,No
CUST_01885,0.24,1.46,Home,No
CUST_01886,0.52,0.31,Education,No
CUST_01887,0.11,0.56,Personal,No
CUST_01888,0.32,0.67,Business,No
CUST_01889,0.75,1.16,Business,No
CUST_01890,4.480197063,0.86,Business,No
CUST_01891,0.19,1.38,Home,Yes
CUST_01892,0.46,0.21,Business,No
CUST_01893,0.82,0.34,Auto,No
CUST_01894,0.28,,Education,No
CUST_01895,0.6,0.74,Personal,No
CUST_01896,0.76,0.66,Education,No
CUST_01897,0.65,0.23,Auto,No
CUST_01898,0.27,1.8,Auto,No
CUST_01899,0.42,1.41,Education,No
CUST_01900,0.81,4.286219357,Home,No
CUST_01901,0.6,0.22,Auto,No
CUST_01902,0.1,1.95,Business,No
CUST_01903,0.78,1.39,Personal,Yes
CUST_01904,0.13,0.89,Personal,No
CUST_01905,0.77,,Auto,No
CUST_01906,0.28,1.54,Business,No
CUST_01907,0.96,1.58,Education,Yes
CUST_01908,0.43,,Personal,No
CUST_01909,0.39,0.92,Business,No
CUST_01910,0.23,0.12,Business,Yes
CUST_01911,0.38,1.86,Home,No
CUST_01912,0.89,1.25,Auto,Yes
CUST_01913,3.253403644,0.49,Business,Yes
CUST_01914,0.43,1.85,Education,No
CUST_01915,0.5,1.84,,No
CUST_01916,0.75,1.98,Home,No
CUST_01917,0.9,1.76,Education,No
CUST_01918,0.63,2,Personal,No
CUST_01919,0.45,0.56,Auto,No
CUST_01920,0.47,1.7,Education,No
CUST_01921,0.73,1.66,Personal,No
CUST_01922,0.1,0.54,Home,No
CUST_01923,0.66,0.29,Personal,No
CUST_01924,0.42,1.96,Business,No
CUST_01925,0.81,0.66,Home,Yes
CUST_01926,0.18,1.75,Education,Yes
CUST_01927,0.63,0.11,Auto,No
CUST_01928,0.53,0.14,Home,Yes
CUST_01929,0.68,0.99,Home,No
CUST_01930,0.16,0.55,Home,No
CUST_01931,0.62,1.41,Personal,Yes
CUST_01932,0.61,1.17,Business,No
CUST_01933,0.6,,Auto,No
CUST_01934,0.64,0.41,Auto,Yes
CUST_01935,0.71,0.84,Business,Yes
CUST_01936,,,Personal,Yes
CUST_01937,,1.61,Personal,No
CUST_01938,0.84,0.89,Business,No
CUST_01939,0.55,0.28,Business,No
CUST_01940,0.17,1.02,Education,No
CUST_01941,,0.27,Personal,No
CUST_01942,0.4,0.34,Home,No
CUST_01943,0.81,,Auto,Yes
CUST_01944,0.74,1.73,Personal,No
CUST_01945,0.81,1.86,Business,No
CUST_01946,0.57,1.67,Home,No
CUST_01947,0.5,0.73,Education,No
CUST_01948,0.23,0.62,Education,Yes
CUST_01949,0.4,1.14,Home,No
CUST_01950,0.49,1.47,Home,Yes
CUST_01951,0.18,1.99,Business,Yes
CUST_01952,0.3,0.35,Business,No
CUST_01953,0.64,0.19,Auto,No
CUST_01954,0.76,1.42,Auto,No
CUST_01955,1,1.68,Education,No
CUST_01956,0.94,7.909080619,Home,No
CUST_01957,0.68,1.39,Education,No
CUST_01958,4.35601725,1.91,Business,No
CUST_01959,0.67,1.07,Personal,Yes
CUST_01960,0.81,1.84,Business,No
CUST_01961,0.21,1.94,Personal,No
CUST_01962,0.47,1.71,Home,No
CUST_01963,0.86,0.69,Home,No
CUST_01964,0.45,3.311333198,Home,Yes
CUST_01965,0.61,1.14,Auto,No
CUST_01966,0.63,0.96,Auto,No
CUST_01967,0.27,1.77,,No
CUST_01968,0.43,0.29,Education,No
CUST_01969,0.4,7.576361973,Education,No
CUST_01970,0.12,1.53,Personal,No
CUST_01971,0.12,0.28,Auto,No
CUST_01972,0.85,0.71,Business,No
CUST_01973,0.35,0.84,Personal,No
CUST_01974,0.57,1.28,Education,No
CUST_01975,0.37,0.4,Personal,No
CUST_01976,0.95,1.74,Personal,No
CUST_01977,0.33,0.95,Home,No
CUST_01978,0.49,,Auto,Yes
CUST_01979,0.89,0.99,Home,No
CUST_01980,0.86,0.62,Auto,No
CUST_01981,0.27,0.37,Personal,No
CUST_01982,0.82,0.11,Auto,No
CUST_01983,,1.11,Education,No
CUST_01984,0.53,0.3,Home,No
CUST_01985,0.22,0.84,Personal,No
CUST_01986,0.17,1.22,Education,No
CUST_01987,0.76,0.62,Auto,No
CUST_01988,0.55,0.43,Auto,No
CUST_01989,0.49,1.57,Education,No
CUST_01990,0.76,1.9,Auto,No
CUST_01991,,,Home,No
CUST_01992,0.24,0.4,Business,No
CUST_01993,0.65,1.92,,No
CUST_01994,0.22,0.17,Personal,No
CUST_01995,0.78,1.96,Auto,No
CUST_01996,0.69,,Personal,No
CUST_01997,0.96,1.76,,No
CUST_01998,0.16,0.68,Auto,No
CUST_01999,0.15,1.88,Personal,No
CUST_02000,0.35,0.7,Home,Yes
CUST_02001,0.34,1.34,Business,No
CUST_02002,0.32,0.25,Business,No
CUST_02003,0.92,0.56,Home,No
CUST_02004,0.32,1.57,,No
CUST_02005,0.34,1.1,Business,No
CUST_02006,0.78,1.86,Home,Yes
CUST_02007,0.5,0.91,Home,No
CUST_02008,0.8,1.75,Business,No
CUST_02009,0.16,0.95,Personal,Yes
CUST_02010,0.54,1.96,Education,No
CUST_02011,0.13,1.92,Personal,No
CUST_02012,0.16,0.73,Auto,Yes
CUST_02013,0.92,1.78,Personal,Yes
CUST_02014,0.23,1.71,Education,No
CUST_02015,0.58,0.5,Education,No
CUST_02016,0.47,1.29,Home,No
CUST_02017,0.41,0.24,Auto,No
CUST_02018,0.91,1.69,Home,Yes
CUST_02019,0.12,,Personal,Yes
CUST_02020,0.7,0.23,Personal,No
CUST_02021,0.97,0.86,Business,No
CUST_02022,0.6,1.2,Home,No
CUST_02023,0.94,1.72,Home,No
CUST_02024,0.15,1.95,Home,No
CUST_02025,0.48,0.94,Home,Yes
CUST_02026,0.33,0.21,Education,No
CUST_02027,0.76,1.52,Business,No
CUST_02028,0.98,1.17,Auto,No
CUST_02029,0.33,0.95,Auto,No
CUST_02030,,0.69,Auto,No
CUST_02031,0.28,1.05,Education,No
CUST_02032,0.61,0.74,Business,No
CUST_02033,0.52,1.54,Business,Yes
CUST_02034,0.97,1.13,Education,No
CUST_02035,0.65,1.77,Home,No
CUST_02036,0.41,1.13,Personal,No
CUST_02037,0.2,,Home,No
CUST_02038,0.24,1.72,Auto,Yes
CUST_02039,0.3,1.16,Home,Yes
CUST_02040,0.33,0.49,Education,No
CUST_02041,0.87,1.28,Auto,No
CUST_02042,0.61,0.78,Personal,Yes
CUST_02043,0.57,1.7,Auto,Yes
CUST_02044,0.2,0.96,Home,No
CUST_02045,0.87,1.48,Business,No
CUST_02046,0.75,0.28,Business,No
CUST_02047,0.16,0.85,,No
CUST_02048,0.74,1.97,Auto,No
CUST_02049,0.59,1.64,Business,No
CUST_02050,0.17,0.4,Education,No
CUST_02051,0.51,0.63,Personal,No
CUST_02052,0.54,0.73,Business,No
CUST_02053,0.25,1.34,Education,No
CUST_02054,0.95,1.54,Education,No
CUST_02055,0.86,1.52,,No
CUST_02056,0.7,1.07,Auto,No
CUST_02057,0.52,1.64,Personal,No
CUST_02058,0.47,0.93,Personal,No
CUST_02059,0.69,0.34,Home,No
CUST_02060,0.59,1.17,Personal,No
CUST_02061,0.16,1.91,Auto,Yes
CUST_02062,0.56,1.61,Education,No
CUST_02063,0.83,1.2,Home,No
CUST_02064,0.51,1.33,Personal,No
CUST_02065,0.15,1.87,Education,No
CUST_02066,0.81,0.91,Auto,Yes
CUST_02067,0.28,0.73,Business,Yes
CUST_02068,0.33,1.96,,Yes
CUST_02069,0.25,1.74,Education,No
CUST_02070,0.4,0.71,Auto,No
CUST_02071,0.78,0.98,Auto,No
CUST_02072,0.57,0.89,Home,No
CUST_02073,0.28,0.38,Home,No
CUST_02074,0.89,1.92,Personal,No
CUST_02075,,0.87,Personal,Yes
CUST_02076,0.88,1.76,Home,No
CUST_02077,0.31,0.46,Home,Yes
CUST_02078,0.51,1.14,,No
CUST_02079,0.99,0.15,Personal,No
CUST_02080,,1.55,Auto,No
CUST_02081,0.12,1.2,Personal,Yes
CUST_02082,0.16,1.29,Personal,No
CUST_02083,0.52,0.2,Home,No
CUST_02084,0.92,0.5,Home,No
CUST_02085,0.58,0.24,Personal,No
CUST_02086,0.55,0.65,Business,Yes
CUST_02087,0.19,1.29,Business,No
CUST_02088,0.69,1.18,Personal,No
CUST_02089,0.84,1.26,Business,No
CUST_02090,0.44,,Personal,No
CUST_02091,0.8,0.62,Home,Yes
CUST_02092,0.97,0.56,Home,No
CUST_02093,0.28,0.36,Home,No
CUST_02094,0.57,1.71,Auto,No
CUST_02095,0.36,,Home,No
CUST_02096,0.81,0.45,Home,No
CUST_02097,0.62,0.44,Personal,No
CUST_02098,0.67,1.76,Business,No
CUST_02099,0.82,1.51,Business,No
CUST_02100,0.46,1.35,Home,No
CUST_02101,0.92,0.87,Home,No
CUST_02102,0.58,0.6,Home,No
CUST_02103,0.24,1.96,,No
CUST_02104,0.73,1.61,Personal,No
CUST_02105,0.81,0.67,Personal,Yes
CUST_02106,0.39,,Business,Yes
CUST_02107,,1.54,Auto,Yes
CUST_02108,0.92,0.66,Business,No
CUST_02109,0.35,0.91,Personal,No
CUST_02110,0.99,0.45,Education,No
CUST_02111,0.23,0.31,Auto,No
CUST_02112,0.28,1.47,Home,No
CUST_02113,0.27,0.61,Business,No
CUST_02114,0.9,1.66,Auto,No
CUST_02115,0.69,1.99,Education,Yes
CUST_02116,0.24,0.25,Auto,No
CUST_02117,0.5,1,Business,No
CUST_02118,0.65,1.62,Personal,No
CUST_02119,0.18,,Home,No
CUST_02120,0.89,1.54,Personal,Yes
CUST_02121,0.82,0.76,Personal,No
CUST_02122,0.55,0.96,Business,No
CUST_02123,0.97,1.23,Personal,No
CUST_02124,0.48,1.95,Personal,No
CUST_02125,0.99,0.72,Business,No
CUST_02126,0.7,1.85,Business,No
CUST_02127,0.67,0.61,Education,No
CUST_02128,0.25,,Personal,No
CUST_02129,0.89,1.37,Auto,Yes
CUST_02130,0.48,0.98,Home,No
CUST_02131,0.25,1.27,Home,No
CUST_02132,0.11,0.62,Business,No
CUST_02133,,0.62,Business,No
CUST_02134,0.57,0.32,Education,No
CUST_02135,,0.32,Personal,No
CUST_02136,0.9,0.76,Business,No
CUST_02137,0.17,1.55,Business,No
CUST_02138,0.76,1.26,Home,No
CUST_02139,0.27,0.29,Personal,No
CUST_02140,0.87,1.72,Education,Yes
CUST_02141,0.84,1.24,Business,No
CUST_02142,0.59,1.93,Business,Yes
CUST_02143,0.74,1.37,Business,No
CUST_02144,0.38,0.43,Home,Yes
