Customer_ID,Credit_Utilization_Ratio,Debt_to_Income_Ratio,Loan_Purpose,Default_Status,Payment_History,Employment_Status,Income_Details,Previous_Loans,Loan_Amount,Term_Length(months),Demographic_Data,Age
CUST_01720,0.32,0.69,Business,No,,Employed,6372408,2,585648,48,Urban,42
CUST_01721,0.23,0.33,Home,No,725.6552899,Retired,3613239,1,743929,48,Suburban,95
CUST_01722,0.21,1.74,Education,No,687.0226661,Unemployed,3489071,5,669644,12,Suburban,27
CUST_01723,0.37,1.04,Home,Yes,736.940524,Self-Employed,5630637,3,691805,60,Suburban,82
CUST_01724,0.19,1.19,Business,Yes,730.7683742,Self-Employed,5353998,,1896965,24,,
CUST_01725,0.72,1.18,Personal,No,653.2280649,Employed,4409126,2,2199500,48,Suburban,48
CUST_01726,0.16,9.798378003,Education,No,754.2991058,Retired,4373602,2,1353149,60,Suburban,46
CUST_01727,0.56,0.47,Auto,No,673.2018277,Unemployed,3356105,4,558673,48,Urban,44
CUST_01728,1,1.52,Business,No,740.4028899,Retired,6530191,4,431434,24,Suburban,64
CUST_01729,0.83,0.34,Home,Yes,718.3643657,Retired,7087951,4,1666889,60,Rural,33
CUST_01730,0.65,0.3,Personal,No,791.9091838,Retired,5955831,1,777876,48,Suburban,46
CUST_01731,2.872453176,1.45,Business,No,,Unemployed,5377902,2,241032,12,Urban,27
CUST_01732,0.66,0.5,Auto,No,682.5341602,Retired,5299384,0,649392,48,Rural,49
CUST_01733,0.57,0.68,Home,No,699.0290197,Self-Employed,4977095,0,1456401,36,Rural,45
CUST_01734,0.48,1,Education,Yes,684.8410109,Employed,2370563,2,-22410,12,Suburban,69
CUST_01735,0.22,0.95,Personal,No,739.9970951,Student,3972629,,1176276,12,Suburban,45
CUST_01736,0.9,1.45,Business,No,619.1844696,,,1,2487095,24,,
CUST_01737,0.5,1.28,Business,No,647.315879,,,1,1394898,60,Rural,39
CUST_01738,0.28,1.32,Business,No,646.6098539,Self-Employed,4758473,0,1362777,24,Urban,36
CUST_01739,0.43,1.46,Business,No,747.5153796,Employed,18016229,3,279544,12,Suburban,32
CUST_01740,0.47,0.66,Home,No,785.5306686,Employed,18076072,2,1767236,24,Urban,28
CUST_01741,0.84,0.71,Education,No,,Student,5731814,,2671438,60,Rural,61
CUST_01742,0.76,0.93,Auto,No,691.5589138,,,2,853987,12,Urban,42
CUST_01743,0.79,0.68,Personal,No,703.5026082,Student,5558261,2,1602398,48,Rural,55
CUST_01744,0.11,1.97,Business,No,758.0939151,Unemployed,4264457,4,1618002,24,Suburban,45
CUST_01745,0.47,1.65,Business,No,653.6323433,,,4,755881,12,Urban,30
CUST_01746,0.53,,Education,No,,Self-Employed,2584454,2,129812,12,Urban,48
CUST_01747,0.12,0.11,Education,Yes,748.7598815,Employed,4649577,2,1010608,48,Rural,29
CUST_01748,0.33,0.18,Home,No,725.0547085,,,,,,Rural,27
CUST_01749,0.78,0.56,Home,No,,Employed,5414588,1,985210,24,Suburban,50
CUST_01750,0.22,0.32,Home,No,750.0523046,,,4,1558823,60,,
CUST_01751,0.58,1.11,Personal,No,564.8383854,Self-Employed,7575576,3,1920039,48,Urban,19
CUST_01752,0.29,1.73,Home,Yes,733.893766,Retired,5705088,4,-70218,48,,
CUST_01753,0.11,1.5,Business,No,667.2962158,Student,3321743,2,310171,36,Suburban,42
CUST_01754,0.32,0.51,Home,No,608.4683552,Student,1245747,1,1698761,48,,
CUST_01755,0.98,0.86,Personal,No,725.56013,Unemployed,3148273,2,76028,24,Rural,35
CUST_01756,0.82,1.06,Home,No,768.6829273,Self-Employed,5264026,2,,,Suburban,59
CUST_01757,0.96,1.64,Home,No,693.1275743,Employed,4237233,0,1539899,48,Urban,30
CUST_01758,,1.69,Business,Yes,747.6437274,,,2,1049867,12,Urban,38
CUST_01759,0.2,1.83,Business,No,780.6139129,Employed,3664367,0,1686228,12,Urban,55
CUST_01760,0.59,1.07,Business,No,765.7457227,Retired,5598101,3,1147226,48,Urban,43
CUST_01761,0.51,1.42,Home,No,781.9982265,,,4,770904,60,Urban,72
CUST_01762,0.86,0.31,Business,No,737.1063746,Retired,4023259,4,1029615,36,,
CUST_01763,0.19,1.17,Education,No,703.7716819,Self-Employed,5803111,1,1726566,36,Urban,26
CUST_01764,0.54,0.57,Auto,No,619.9017094,Unemployed,6509690,1,1912818,12,Rural,40
CUST_01765,4.184956834,0.92,Auto,No,,Employed,3178236,0,839545,24,Urban,38
CUST_01766,0.39,1.3,Business,Yes,657.8376702,Self-Employed,6031776,10,867267,60,Rural,26
CUST_01767,0.76,0.59,Personal,Yes,808.5471359,Self-Employed,4427469,3,1190635,48,Suburban,50
CUST_01768,0.53,0.2,Business,No,691.2057094,Employed,5708159,,1055096,36,Rural,57
CUST_01769,0.44,0.12,Business,No,706.1602403,Student,5381222,4,1711709,12,Suburban,25
CUST_01770,0.46,0.14,Home,No,,,,1,1316048,24,Urban,20
CUST_01771,0.51,0.12,Personal,No,702.1801223,Retired,4642605,0,1068293,36,Urban,39
CUST_01772,0.81,0.31,Business,Yes,784.752552,Self-Employed,5396992,2,1932157,24,Urban,42
CUST_01773,0.9,0.56,,No,668.8675319,,,1,282615,60,Suburban,32
CUST_01774,0.96,0.52,Auto,No,709.7303728,Unemployed,3142214,3,1369832,24,Rural,23
CUST_01775,0.81,1.97,Education,No,662.8764707,Self-Employed,7155762,2,,,,
CUST_01776,0.38,0.68,Education,No,633.9988744,Student,6018745,4,,,Urban,43
CUST_01777,0.72,0.34,Education,No,669.4115455,Self-Employed,5800621,3,959065,24,Suburban,34
CUST_01778,0.49,1.14,Personal,Yes,698.1481601,Retired,4370614,2,1186734,60,,
CUST_01779,0.33,1.73,Personal,No,678.5348888,Self-Employed,2524611,1,155708,12,Urban,14
CUST_01780,0.86,1.39,Personal,No,665.378951,Employed,3904901,0,2105544,24,Rural,49
CUST_01781,,0.66,Auto,No,629.6841268,Student,5075533,1,2195848,12,Rural,35
CUST_01782,0.91,1.17,Home,No,695.8447214,,,6,1145068,24,Urban,46
CUST_01783,,1.46,Business,No,624.7639813,Employed,5098275,1,862702,48,Urban,49
CUST_01784,0.67,1.48,Business,No,738.0027982,Self-Employed,5133052,1,318056,36,Urban,60
CUST_01785,0.69,1.37,Home,No,704.1219876,Self-Employed,4351607,1,1167146,12,Urban,68
CUST_01786,0.91,1.75,Business,No,627.122425,,,1,1257201,36,,
CUST_01787,,1.75,Education,No,,Employed,3433212,,,,Rural,49
CUST_01788,0.65,1.2,Auto,No,662.3921797,,,,2259094,12,Urban,30
CUST_01789,0.16,0.92,Business,No,715.9587255,Unemployed,4279397,,1047792,36,Suburban,37
CUST_01790,0.57,1.32,Auto,Yes,767.0225223,,,2,1040488,60,Urban,31
CUST_01791,0.24,1.65,,No,606.2413765,,,1,266928,36,Rural,31
CUST_01792,,0.11,Business,No,705.751304,Student,4376175,2,678857,48,Suburban,31
CUST_01793,0.56,1.98,Auto,Yes,691.9933602,Retired,4875254,2,1168557,48,,
CUST_01794,0.71,0.45,Education,No,733.5670038,Employed,2257351,3,927193,60,Suburban,32
CUST_01795,0.14,0.99,Education,Yes,710.6598314,Self-Employed,5486964,6,1576419,12,Suburban,34
CUST_01796,0.18,1.76,Home,No,662.4015334,Student,4401158,0,1971914,36,Suburban,30
CUST_01797,0.74,0.53,Personal,No,,Unemployed,3377353,1,965041,48,,
CUST_01798,0.16,1.01,Business,No,660.1987072,Retired,17499139,0,2063961,48,Suburban,46
CUST_01799,,0.35,Education,No,753.8003569,Employed,3638969,1,2038480,48,,
CUST_01800,0.11,0.85,Education,No,701.0655824,Retired,5571624,1,915075,12,,
CUST_01801,0.96,0.44,Home,No,,Student,4797400,4,1086885,36,Suburban,45
CUST_01802,0.76,0.79,Education,No,696.9669593,Retired,4054550,2,1170632,24,Urban,39
CUST_01803,0.42,0.81,,No,664.5796617,Employed,3308380,30,2090521,12,Suburban,26
CUST_01804,0.37,1.99,Home,No,,Student,3676734,1,1642985,24,Urban,47
CUST_01805,0.41,1.99,Auto,No,609.8430162,Unemployed,5660351,1,1460551,48,,
CUST_01806,,,Home,No,620.7932028,Employed,6000568,3,2357698,36,Urban,26
CUST_01807,0.7,1.48,Business,No,,Retired,5430192,2,1780682,60,Rural,33
CUST_01808,0.27,0.2,,No,725.4362512,Employed,4528646,2,2579806,36,Suburban,42
CUST_01809,,0.16,Auto,No,620.9404649,Student,5427619,0,1049037,60,Rural,46
CUST_01810,0.19,0.3,Home,No,744.7519157,Retired,4958918,0,826846,36,Urban,47
CUST_01811,0.69,1.93,Business,No,,Unemployed,3815593,2,475258,36,,
CUST_01812,0.79,1.89,Business,No,707.3396506,Self-Employed,10273823,,,,Urban,30
CUST_01813,0.34,0.47,Auto,No,780.6110314,Unemployed,4174568,10,1842600,60,Rural,37
CUST_01814,,0.41,Personal,Yes,,Employed,3774923,40,991933,60,Urban,26
CUST_01815,0.17,0.56,Home,No,686.5734676,Self-Employed,4726684,2,1062815,60,Suburban,35
CUST_01816,0.97,1.08,,Yes,655.4403887,Student,6564719,3,1641242,36,Urban,50
CUST_01817,0.37,1.18,Education,Yes,592.4092299,Retired,4913434,5,-74617,24,Urban,39
CUST_01818,0.79,0.52,Auto,No,664.042334,Retired,6394154,,573364,24,Suburban,23
CUST_01819,0.66,1.54,Personal,Yes,689.4434881,Student,4565664,1,2492407,36,Suburban,45
CUST_01820,0.44,0.69,Personal,No,650.6410236,Employed,4356089,4,317060,12,Rural,44
CUST_01821,0.29,1.85,Auto,No,693.4371516,Unemployed,2678825,3,2414885,48,Urban,54
CUST_01822,0.21,1.35,Personal,No,703.8425941,Self-Employed,5361551,3,1170134,36,Rural,23
CUST_01823,0.65,0.93,Business,Yes,688.7572009,Student,3748197,2,1897214,12,Rural,33
CUST_01824,0.8,1.6,Personal,No,667.499871,Employed,3493553,2,1201923,60,Urban,43
CUST_01825,2.336563847,1.65,Home,No,708.4327336,Employed,3303649,1,452599,36,Suburban,67
CUST_01826,0.58,,Education,No,722.0970325,Self-Employed,5005564,3,1549444,48,Rural,24
CUST_01827,0.14,0.75,Business,No,645.4800461,Student,3845473,2,,,Rural,40
CUST_01828,0.97,1.88,Auto,No,770.546619,Unemployed,6615183,1,963381,48,Urban,40
CUST_01829,0.82,0.41,Education,No,695.0705934,Unemployed,5958155,2,483392,48,Rural,34
CUST_01830,0.36,0.18,Business,Yes,700.9424811,,,,-115619,24,Suburban,41
CUST_01831,0.98,0.96,Education,No,735.4107212,Retired,1609204,,432845,36,Urban,33
CUST_01832,0.64,1.62,Personal,No,711.6608066,Unemployed,4712408,2,1703658,48,Suburban,43
CUST_01833,,1.57,Auto,No,1121.485248,Retired,4178967,0,1490348,48,Rural,42
CUST_01834,0.77,1.85,Auto,No,714.3562083,,,,1166482,24,Rural,41
CUST_01835,0.83,1.11,Home,No,669.3781313,Employed,4581766,2,1071115,36,Urban,33
CUST_01836,0.69,0.29,Personal,No,718.0751763,,,1,1793630,36,Rural,27
CUST_01837,0.22,1.22,Home,No,642.8136896,Employed,5179117,20,7512496,60,Suburban,38
CUST_01838,0.4,1.58,Home,No,705.4279853,Student,2975550,1,,,Suburban,54
CUST_01839,,0.28,Personal,No,,Retired,3635068,,1602398,12,Urban,26
CUST_01840,0.3,0.43,Business,Yes,689.5941571,,,0,10636616,36,Suburban,10
CUST_01841,0.43,0.12,Home,No,,Student,4355259,2,,,Suburban,48
CUST_01842,0.49,1.23,Education,No,,Employed,4229265,0,2274200,60,,
CUST_01843,0.5,1.78,Business,Yes,672.5637546,Student,5459408,2,,,Urban,52
CUST_01844,0.65,1.37,Personal,Yes,704.6422451,Employed,5190986,3,,,Rural,52
CUST_01845,0.95,1.97,Auto,No,707.9928196,Retired,4040689,0,2085043,36,Rural,44
CUST_01846,0.32,0.22,Business,No,648.616243,Self-Employed,5390103,3,1890740,24,Urban,29
CUST_01847,0.21,1.82,Home,Yes,763.285392,Unemployed,3106939,5,,,Rural,39
CUST_01848,0.28,1.65,Education,No,656.6912576,Retired,5435421,3,1377136,60,Urban,46
CUST_01849,0.9,0.7,,No,748.47286,,,1,928604,12,Suburban,38
CUST_01850,0.68,1.95,Auto,Yes,721.3597181,Student,4907956,1,486961,12,Suburban,30
CUST_01851,0.36,0.65,,No,667.6886345,Employed,5219455,1,,,Suburban,40
CUST_01852,0.83,1.79,Auto,No,788.7655446,,,1,1899123,60,Suburban,15
CUST_01853,0.88,1.77,Personal,No,960.4772376,Retired,5869428,2,807839,48,Urban,19
CUST_01854,0.86,1.54,Business,No,745.9577087,Unemployed,5488541,2,1546373,60,Suburban,42
CUST_01855,0.93,,Home,Yes,750.0291159,Unemployed,6068379,1,1159510,48,Rural,17
CUST_01856,0.33,0.33,,No,666.4689895,,,0,1554922,12,Urban,56
CUST_01857,0.78,1.11,Education,No,769.623265,Employed,4729921,2,1411249,60,Urban,24
CUST_01858,0.51,0.78,Business,No,687.4976743,Employed,4507813,2,459654,36,,
CUST_01859,0.86,1.61,Auto,Yes,714.4346815,Employed,4754572,10,356983,24,Suburban,55
CUST_01860,0.76,1.54,Business,No,713.0160919,Self-Employed,5686662,2,229661,48,,
CUST_01861,0.8,1.83,Business,No,693.2845629,Unemployed,4725605,2,,,Urban,17
CUST_01862,0.69,0.13,Education,No,740.5404137,Self-Employed,4675224,3,2451986,24,Suburban,38
CUST_01863,0.26,1.64,Home,No,739.674436,Employed,5146498,,774888,12,Urban,42
CUST_01864,0.59,1.88,Business,No,,Retired,2689283,0,2025034,36,Suburban,43
CUST_01865,0.99,1.6,Business,Yes,765.2170121,Unemployed,6502220,4,292824,60,Rural,52
CUST_01866,0.94,0.35,Home,No,,Retired,4434607,10,296393,60,Rural,41
CUST_01867,0.14,,Home,No,751.6273102,Student,6403865,1,916403,12,Suburban,67
CUST_01868,,0.14,Auto,Yes,756.3352568,Unemployed,3501023,2,1110955,12,Suburban,19
CUST_01869,0.22,1.29,Auto,No,645.4516785,Retired,3429145,4,,,Urban,28
CUST_01870,0.75,1.3,Home,No,679.4592856,Employed,4281721,2,1170217,60,Urban,23
CUST_01871,0.84,1.98,Personal,No,644.7147666,Self-Employed,4609571,1,604904,60,Urban,41
CUST_01872,0.29,0.86,Home,Yes,689.2539485,Retired,3932872,1,1111121,36,Suburban,39
CUST_01873,,0.73,Auto,No,684.5982858,Student,3563356,1,1861939,48,Suburban,32
CUST_01874,,1.29,Education,No,738.9830266,Employed,5026314,,784267,36,Urban,42
CUST_01875,0.76,1.67,Education,No,765.5154373,Student,6370001,2,5300297,48,Suburban,27
CUST_01876,0.59,,Business,Yes,769.7841905,Self-Employed,6630704,3,911257,60,Suburban,34
CUST_01877,0.63,1.63,Education,No,671.8915987,Student,4199800,1,1082403,48,,
CUST_01878,0.56,0.91,Auto,No,689.5389063,Retired,3221230,0,1514667,60,,
CUST_01879,0.37,1.31,Education,Yes,615.8280904,Retired,12713193,0,987534,24,,
CUST_01880,,1.73,Personal,No,659.7064967,Employed,6695776,2,22161,24,Rural,42
CUST_01881,0.72,,Home,No,748.2425817,Self-Employed,5845773,3,1057669,48,Rural,48
CUST_01882,0.89,0.51,Home,No,,Self-Employed,5045155,1,889428,12,Urban,42
CUST_01883,0.67,0.42,Auto,No,638.2825564,Unemployed,3983502,1,1179015,24,Suburban,30
CUST_01884,0.79,0.1,Business,No,1005.565181,Unemployed,5700440,2,1258695,60,Urban,25
CUST_01885,0.24,1.46,Home,No,698.6797122,Retired,7381937,2,2477799,48,Rural,68
CUST_01886,0.52,0.31,Education,No,714.0080579,,,0,1117097,60,Rural,42
CUST_01887,0.11,0.56,Personal,No,,Student,2112018,,1664316,24,Suburban,35
CUST_01888,0.32,0.67,Business,No,,Employed,3287464,0,1017082,24,Suburban,44
CUST_01889,0.75,1.16,Business,No,676.3080326,Self-Employed,4642854,4,1506284,60,Urban,65
CUST_01890,4.480197063,0.86,Business,No,,Retired,4371195,40,1103734,12,Rural,42
CUST_01891,0.19,1.38,Home,Yes,727.3142124,Student,6258864,1,956077,48,Rural,45
CUST_01892,0.46,0.21,Business,No,700.3211135,Unemployed,3828458,2,1606299,36,,
CUST_01893,0.82,0.34,Auto,No,678.1807055,Retired,4347789,3,5748663,36,Suburban,40
CUST_01894,0.28,,Education,No,694.5195098,Employed,3758904,1,2100813,60,Suburban,39
CUST_01895,0.6,0.74,Personal,No,695.581852,Retired,5534855,4,1021149,24,Rural,34
CUST_01896,0.76,0.66,Education,No,681.4994485,Student,3493719,5,1030196,36,,
CUST_01897,0.65,0.23,Auto,No,687.0601969,Employed,4272674,4,,,Suburban,34
CUST_01898,0.27,1.8,Auto,No,779.9323585,Unemployed,2668284,1,4472455,48,Rural,46
CUST_01899,0.42,1.41,Education,No,1092.068959,,,,1410585,48,Suburban,54
CUST_01900,0.81,4.286219357,Home,No,685.2259841,Student,6635186,1,1315550,48,Urban,33
CUST_01901,0.6,0.22,Auto,No,734.8477202,,,1,1839778,12,Suburban,57
CUST_01902,0.1,1.95,Business,No,683.3090255,Unemployed,5404047,2,1106639,48,Suburban,37
CUST_01903,0.78,1.39,Personal,Yes,758.6562319,Employed,5114294,1,,,Rural,50
CUST_01904,0.13,0.89,Personal,No,,Retired,3781563,0,786591,48,Urban,60
CUST_01905,0.77,,Auto,No,694.6348928,Self-Employed,4812755,4,605817,12,Suburban,23
CUST_01906,0.28,1.54,Business,No,722.3858463,Self-Employed,4771338,4,881377,60,Suburban,28
CUST_01907,0.96,1.58,Education,Yes,932.1842886,Self-Employed,4586663,2,1691208,36,Urban,43
CUST_01908,0.43,,Personal,No,643.6616266,Unemployed,5569217,2,624741,12,Rural,31
CUST_01909,0.39,0.92,Business,No,640.3037497,Student,3390384,1,1059578,60,Urban,36
CUST_01910,0.23,0.12,Business,Yes,707.1471547,Self-Employed,7754773,1,1813550,36,Rural,56
CUST_01911,0.38,1.86,Home,No,786.62575,Student,6587876,,580917,48,Rural,41
CUST_01912,0.89,1.25,Auto,Yes,811.5650073,Self-Employed,10662263,2,,,Rural,36
CUST_01913,3.253403644,0.49,Business,Yes,731.9025551,Retired,4698879,2,1070949,36,Suburban,53
CUST_01914,0.43,1.85,Education,No,,Self-Employed,3819494,,1353564,48,Suburban,70
CUST_01915,0.5,1.84,,No,609.9471133,Student,5357069,3,1060242,24,Urban,41
CUST_01916,0.75,1.98,Home,No,672.86631,Unemployed,4453946,4,524394,24,,
CUST_01917,0.9,1.76,Education,No,,Retired,2222242,0,177537,36,,
CUST_01918,0.63,2,Personal,No,668.9576201,Student,3418438,2,,,Rural,41
CUST_01919,0.45,0.56,Auto,No,691.5928091,Employed,6216451,,1130792,24,Urban,45
CUST_01920,0.47,1.7,Education,No,676.3954711,Self-Employed,4292511,,,,Rural,38
CUST_01921,0.73,1.66,Personal,No,601.0350095,Retired,4281140,3,1582893,48,Urban,54
CUST_01922,0.1,0.54,Home,No,737.3955128,Unemployed,5398154,,1448848,60,Suburban,37
CUST_01923,0.66,0.29,Personal,No,,Employed,5735217,,,,Rural,49
CUST_01924,0.42,1.96,Business,No,711.9623432,Self-Employed,4454112,5,2028188,36,Urban,35
CUST_01925,0.81,0.66,Home,Yes,803.7041335,Retired,1868330,1,1191465,24,,
CUST_01926,0.18,1.75,Education,Yes,654.0307704,Student,3565182,2,249166,12,Urban,25
CUST_01927,0.63,0.11,Auto,No,573.4856239,Self-Employed,1895720,5,1220017,60,,
CUST_01928,0.53,0.14,Home,Yes,,Retired,2822498,1,516758,12,Urban,51
CUST_01929,0.68,0.99,Home,No,755.0479817,Self-Employed,4660948,1,1071364,48,Rural,25
CUST_01930,0.16,0.55,Home,No,797.9173727,Retired,4622519,1,2761908,48,Urban,30
CUST_01931,0.62,1.41,Personal,Yes,638.5225203,Student,6152873,2,2166217,24,Urban,62
CUST_01932,0.61,1.17,Business,No,724.8349612,Self-Employed,4524247,2,1175778,36,Rural,37
CUST_01933,0.6,,Auto,No,676.7344772,Retired,3471724,1,2460203,24,Suburban,44
CUST_01934,0.64,0.41,Auto,Yes,694.7025823,Employed,6062652,2,1646969,12,Suburban,29
CUST_01935,0.71,0.84,Business,Yes,832.2171674,Unemployed,6745161,1,1491261,48,Urban,47
CUST_01936,,,Personal,Yes,,Retired,5706167,2,1450840,12,Suburban,23
CUST_01937,,1.61,Personal,No,712.6869831,Retired,4481253,4,2501620,36,Suburban,39
CUST_01938,0.84,0.89,Business,No,723.3846586,Retired,4181540,1,2023706,24,Suburban,38
CUST_01939,0.55,0.28,Business,No,754.2893162,Self-Employed,3081458,1,1073771,12,Suburban,45
CUST_01940,0.17,1.02,Education,No,704.8991577,Unemployed,3581284,3,2385503,24,Urban,26
CUST_01941,,0.27,Personal,No,715.402527,Self-Employed,4006825,0,1302187,12,Rural,26
CUST_01942,0.4,0.34,Home,No,680.4175716,Retired,2916288,1,1773627,60,Urban,50
CUST_01943,0.81,,Auto,Yes,713.4563471,Retired,4148008,2,2068443,60,Rural,53
CUST_01944,0.74,1.73,Personal,No,682.8403862,,,2,558341,60,Rural,40
CUST_01945,0.81,1.86,Business,No,731.0785945,Employed,6151628,1,1089624,24,,
CUST_01946,0.57,1.67,Home,No,681.5194832,Self-Employed,2549262,1,2288393,12,Rural,49
CUST_01947,0.5,0.73,Education,No,718.8550197,,,4,662008,36,Rural,26
CUST_01948,0.23,0.62,Education,Yes,698.5368593,Retired,2870555,1,,,Suburban,28
CUST_01949,0.4,1.14,Home,No,756.3025125,Retired,2129780,4,1781595,48,Urban,36
CUST_01950,0.49,1.47,Home,Yes,697.4303138,Student,3949638,1,457662,36,Urban,58
CUST_01951,0.18,1.99,Business,Yes,,Student,4588489,2,-136784,48,Suburban,52
CUST_01952,0.3,0.35,Business,No,763.096075,Employed,6148889,1,1041484,60,,
CUST_01953,0.64,0.19,Auto,No,654.713385,Student,12689372,0,1587624,12,,
CUST_01954,0.76,1.42,Auto,No,667.3116831,Unemployed,3894609,3,,,Urban,15
CUST_01955,1,1.68,Education,No,670.2169353,Employed,3691093,1,1268323,48,Rural,42
CUST_01956,0.94,7.909080619,Home,No,768.7219047,Student,3920671,3,2096248,36,Suburban,51
CUST_01957,0.68,1.39,Education,No,593.2162893,Student,180359,1,1815044,24,Urban,42
CUST_01958,4.35601725,1.91,Business,No,856.8874267,Unemployed,3545013,3,2682311,12,Urban,59
CUST_01959,0.67,1.07,Personal,Yes,752.8028405,Unemployed,5562909,0,597185,24,Rural,43
CUST_01960,0.81,1.84,Business,No,711.1619457,Employed,1510268,3,2302254,24,Urban,27
CUST_01961,0.21,1.94,Personal,No,697.2553,Self-Employed,4048159,1,729321,12,Rural,50
CUST_01962,0.47,1.71,Home,No,714.2777037,Unemployed,4205527,,29299,60,Suburban,35
CUST_01963,0.86,0.69,Home,No,726.0561214,Student,5456918,3,,,Suburban,23
CUST_01964,0.45,3.311333198,Home,Yes,732.2607793,Employed,4710250,2,1038745,24,Suburban,45
CUST_01965,0.61,1.14,Auto,No,727.7802233,Self-Employed,5090058,0,1677928,36,Urban,37
CUST_01966,0.63,0.96,Auto,No,704.4790341,Employed,3636313,1,1755865,12,Rural,40
CUST_01967,0.27,1.77,,No,690.133079,Student,2375958,4,1337960,12,Urban,39
CUST_01968,0.43,0.29,Education,No,692.4363358,Self-Employed,3905150,5,1171047,60,Suburban,44
CUST_01969,0.4,7.576361973,Education,No,690.254586,Self-Employed,4387380,2,1301689,48,Rural,54
CUST_01970,0.12,1.53,Personal,No,756.6885048,Unemployed,6006627,,,,Rural,37
CUST_01971,0.12,0.28,Auto,No,729.6778361,Retired,2787555,2,1437477,36,Urban,56
CUST_01972,0.85,0.71,Business,No,552.9805683,Student,7165556,3,1246328,48,Suburban,41
CUST_01973,0.35,0.84,Personal,No,732.7950388,Retired,4779804,1,664830,24,Rural,40
CUST_01974,0.57,1.28,Education,No,709.7368097,Student,3617306,4,1300029,36,Rural,11
CUST_01975,0.37,0.4,Personal,No,699.0645622,Employed,3552732,2,1277785,48,,
CUST_01976,0.95,1.74,Personal,No,680.5740773,Retired,4366215,2,,,Urban,58
CUST_01977,0.33,0.95,Home,No,756.205636,Self-Employed,4480755,0,584403,60,Suburban,44
CUST_01978,0.49,,Auto,Yes,747.3763231,Unemployed,4581434,1,1405854,12,Urban,27
CUST_01979,0.89,0.99,Home,No,661.3561166,Student,5358812,2,1351157,36,Rural,14
CUST_01980,0.86,0.62,Auto,No,720.3526144,Unemployed,3741806,1,,,Rural,7
CUST_01981,0.27,0.37,Personal,No,651.4171633,Student,4697385,1,1037085,24,Urban,36
CUST_01982,0.82,0.11,Auto,No,631.0190918,Self-Employed,4147925,1,1310570,48,,
CUST_01983,,1.11,Education,No,668.6641388,Self-Employed,6615183,0,600422,12,Rural,67
CUST_01984,0.53,0.3,Home,No,743.1196736,Self-Employed,2314123,4,-264272,12,Suburban,41
CUST_01985,0.22,0.84,Personal,No,747.6562523,Self-Employed,7235691,0,414917,12,Urban,37
CUST_01986,0.17,1.22,Education,No,725.654271,Self-Employed,3464918,3,2028769,24,Urban,57
CUST_01987,0.76,0.62,Auto,No,736.2547893,Unemployed,3213511,2,2387827,48,Suburban,28
CUST_01988,0.55,0.43,Auto,No,725.8089144,Employed,4196231,1,,,Urban,39
CUST_01989,0.49,1.57,Education,No,667.9259202,Retired,4834003,3,1398052,60,Rural,29
CUST_01990,0.76,1.9,Auto,No,721.5961272,Unemployed,4112733,1,2086039,36,,
CUST_01991,,,Home,No,740.0204763,Retired,5308846,2,761110,24,Rural,51
CUST_01992,0.24,0.4,Business,No,,Employed,4005414,2,606730,60,Suburban,29
CUST_01993,0.65,1.92,,No,759.4456686,Student,11290905,,1534836,12,Suburban,29
CUST_01994,0.22,0.17,Personal,No,735.4151924,Employed,3413873,0,1574842,24,Suburban,33
CUST_01995,0.78,1.96,Auto,No,717.5724104,Employed,6134281,3,1268738,48,Suburban,30
CUST_01996,0.69,,Personal,No,753.5075119,,,,1098505,48,,
CUST_01997,0.96,1.76,,No,698.673937,Retired,3124618,1,1013347,48,Urban,35
CUST_01998,0.16,0.68,Auto,No,655.9062674,Self-Employed,4001845,0,1391993,36,Suburban,36
CUST_01999,0.15,1.88,Personal,No,691.8466518,Student,2916786,2,846683,60,Suburban,55
CUST_02000,0.35,0.7,Home,Yes,662.7548678,Student,7958538,,2581715,36,Urban,18
CUST_02001,0.34,1.34,Business,No,666.2410863,Employed,4793001,3,1592355,12,Suburban,64
CUST_02002,0.32,0.25,Business,No,692.7740665,Student,2087782,,532528,36,Urban,35
CUST_02003,0.92,0.56,Home,No,660.379004,Unemployed,2871883,2,692884,36,Suburban,30
CUST_02004,0.32,1.57,,No,,Self-Employed,3008252,2,876314,24,Urban,43
CUST_02005,0.34,1.1,Business,No,605.3192667,Employed,4929370,,2510750,60,Urban,33
CUST_02006,0.78,1.86,Home,Yes,710.6646854,Retired,2451239,2,612457,60,Urban,30
CUST_02007,0.5,0.91,Home,No,700.0602738,Retired,2864828,4,1736775,36,Rural,28
CUST_02008,0.8,1.75,Business,No,659.1455684,Retired,4252090,3,1163992,48,Rural,25
CUST_02009,0.16,0.95,Personal,Yes,732.9622834,Retired,4461748,1,1095185,12,Urban,41
CUST_02010,0.54,1.96,Education,No,746.8785069,Retired,3875104,1,1703326,48,Rural,44
CUST_02011,0.13,1.92,Personal,No,619.6220068,,,3,1353398,48,Rural,41
CUST_02012,0.16,0.73,Auto,Yes,992.7956416,Unemployed,2778342,2,4667339,36,Rural,54
CUST_02013,0.92,1.78,Personal,Yes,661.5428825,Unemployed,5120436,7,246095,60,Suburban,26
CUST_02014,0.23,1.71,Education,No,653.0048449,Retired,2073008,6,805100,24,Suburban,34
CUST_02015,0.58,0.5,Education,No,741.4737421,Unemployed,4360156,5,1239605,48,Suburban,32
